,Rating,Name,Rating Agency Name,Date,Sector,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,pretaxProfitMargin,grossProfitMargin,operatingProfitMargin,returnOnAssets,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,cashPerShare,companyEquityMultiplier,ebitPerRevenue,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover
245,BB,Company 218,Rating agency 4,6/15/2012,Consumer Non-Durables,1.717362866,1.261943766,0.308995855,19.42418615,0.094417488,0.150589591,0.293059347,0.175093034,0.120172336,0.21024805,0.182353506,1.265750847,4.497651827,0.542098645,0.350095563,0.37607952,0.749193387,1.580082836,2.9841083436,1.527272663,0.151768634,5.005915911,2.078194754,0.134554359,8.248709543
246,BB,Company 321,Rating agency 2,6/15/2012,Capital Goods,1.784877482,0.959522953,0.228419189,85.57885026,0.095210154,0.080566928,0.3349138,0.137901226,0.09328171,0.115851323,0.187326655,0.978350777,7.496235592,1.046653477,0.506458287,0.439760656,0.507447693,1.981564246,6.114456263,2.03968102,0.079982661,2.988852823,3.925551304,0.048213581,5.023380024
247,BB,Company 219,Rating agency 4,6/15/2012,Consumer Services,1.191234759,1.301703888,0.183490925,48.11992144,0.087559538,0.124661223,0.430664995,0.158713857,0.069106961,0.114022113,0.195115669,0.784732136,3.19356415,1.834597152,0.643872051,0.234495777,0.910155258,3.121121478,2.058856581,2.817689079,0.123514064,3.658593263,3.413500028,0.1561835,15.72439611
249,BB,Company 223,Rating agency 4,6/15/2012,Capital Goods,1.669504159,0.845568929,0.329933325,41.49328417,0.066332331,0.064150001,0.201929207,0.069453899,0.080998016,0.110264211,0.195507207,1.214830027,7.112746796,1.429827935,0.590423451,0.043649075,0.581921336,4.474533347,9.016353888,2.434648117,0.064457454,7.132311426,7.649921297,0.083110452,7.462744487
250,BB,Company 363,Rating agency 4,6/15/2012,Energy,1.766381314,1.239870713,0.601284307,33.87614667,0.06570563,0.107187891,0.178437395,0.111478761,0.098360529,0.214003591,0.195558404,1.498585076,5.079511821,0.974078093,0.496481635,0.352596903,0.743007894,6.322592594,11.37048922,1.982716111,0.1053007,2.301669052,8.392837845,0.087140524,5.675863667
251,BB,Company 63,Rating agency 4,6/15/2012,Basic Industries,2.30097911,1.006319088,0.211191676,25.44928204,0.042181729,0.062002646,0.099778944,0.078273693,0.093406055,0.178832124,0.202565443,1.4294974934,7.007140972,1.149375967,0.531308744,0.328634027,0.634836914,3.184915684,4.001423044999999,2.161791745,0.062652031,5.459935827,5.047869566,0.056124952,17.77009037
252,BB,Company 333,Rating agency 4,6/15/2012,Capital Goods,1.558060039,1.190200399,0.568400081,48.04576923,0.038281342,0.043755838,0.08428845,0.043261994,0.076551023,0.157209825,0.223626318,2.011319769,13.14810076,1.886876288,0.650565307,0.111013276,0.582840284,4.428078665,17.02329331,2.903179347,0.043460876,4.995451621,7.561048939,0.056070063,6.394812337
254,BB,Company 257,Rating agency 4,6/15/2012,Basic Industries,1.957091489,1.472475901,0.756284467,40.824965,0.122291267,0.193082765,0.199406888,0.11481948,0.099475858,0.184720729,0.245384611,0.799874599,2.200294381,1.475879828,0.592373984,0.365363064,0.070047761,0.185699073,1.8404309282,2.461721872,0.195210741,6.171413235,2.718029253,0.110061626,10.61875239
255,BB,Company 463,Rating agency 4,6/15/2012,Consumer Durables,2.24820149,1.24959527,0.664668624,35.16207417,0.055164498,0.076126128,0.149066648,0.100681462,0.06467093,0.112005218,0.293217173,1.187118509,3.32753704,3.529452765,0.773290977,0.363964374,0.518853028,2.641358721,5.663271998,4.56688105,0.07533026,4.678268617,5.088788607,0.102391307,9.455873453
257,BB,Company 491,Rating agency 4,6/15/2012,Basic Industries,1.967795951,1.1603131,0.495505043,46.71223074,0.090295765,0.112238241,0.212945923,0.102630531,0.071245059,0.10555857,0.1180174584,0.787912406,2.066383208,1.7889758292,0.842901594,0.196507219,0.457347594,1.833911743,1.5270795847999998,2.7381571318000004,0.112393243,10.11613615,4.104290817,0.095210323,7.972866992
258,BB,Company 465,Rating agency 4,6/15/2012,Consumer Durables,0.640769585,0.499797283,0.095227037,17.79628167,0.10183771,0.152394296,0.650446101,0.192166193,0.104428856,0.199152696,0.22584345020000002,1.02581188,12.47510277,3.589118041,0.775964007,0.333296492,1.00416006,4.576071771,1.567353879,4.552412116,0.152314031,5.63174784,4.594469537,0.164595455,7.632390301
259,BB,Company 145,Rating agency 4,6/15/2012,Consumer Services,1.618679648,1.500094772,1.061401229,27.60399038,0.0679903018,-0.114663742,0.887895301,0.1606473308,0.11111147,-0.034440937,0.1103214138,0.284622311,0.529593266,3.53123845,0.775133921,0.443875587,0.557909208,0.763883553,3.2173729232,4.583852103,-0.114827031,3.59460039,1.374444718,0.085896306,4.864280082
260,BB,Company 323,Rating agency 4,6/15/2012,Energy,1.490710621,0.844433789,0.371657375,33.68887876,0.019023588,0.006427032,0.232121415,0.051370272,0.028562017,0.015235116,0.1041627568,1.504098055,6.369215282,1.3028317674000003,0.978417023,0.2616696182,-0.010172719,-0.010168148,4.673278949,2.1777919813999995,0.006470344,7.43216499,1.000494574,0.023981229,10.17964203
262,BBB,Company 56,Rating agency 4,6/15/2012,Miscellaneous,1.060624991,0.512522636,0.278709751,49.82398183,0.117844108,0.078686896,0.975809298,0.078629802,0.076229901,0.082404527,0.21096662919999995,0.642341782,13.06236305,1.6067702418000003,1.011131955,0.106775309,0.822637124,3.800603886,3.6095389598000005,2.6236632256,0.079015801,10.55312543,4.590985882,0.172858277,0.068667251
264,BBB,Company 243,Rating agency 2,6/15/2012,Consumer Durables,0.939191997,0.190112021,0.190112635,0.0,0.107085,0.085533028,0.433760537,0.107488466,0.132623496,0.159421947,0.085810892,1.253101931,5.002969287,1.8442454046,1.02352042,0.614562209,0.677289853,3.44752927,1.882048373,2.6532249842,0.085689722,16.74569986,5.091978121,0.133494858,6.973214581
265,BBB,Company 76,Rating agency 4,6/15/2012,Energy,1.415351564,0.749199147,0.749455617,0.0,0.076836266,0.0800695218,1.009482953,0.12076091159999999,0.0410069036,0.03253838739999999,0.13326309279999998,0.235432187,0.285156104,0.895187526,0.395627192,-0.073238086,1.009258081,5.581144664,4.012051046,2.226634175,0.07958307340000001,1.2684839394,5.519864972,0.215953533,0.0
266,BBB,Company 290,Rating agency 4,6/15/2012,Public Utilities,2.111634752,0.719423044,0.078144314,39.71086694,-0.012296589,-0.006955984,0.397334375,0.048099712,-0.007804848,-0.004986278,0.2268206884,0.639842421,1.001376589,1.961836465,0.660537692,0.06542354660000001,0.296540222,0.863088137,3.4332636067999998,2.966951834,-0.006992141,10.30535414,2.894508143,0.096760101,5.588854243
267,BBB,Company 284,Rating agency 4,6/15/2012,Consumer Services,1.473842132,0.992797736,0.156101963,68.02615594,-0.003478175,-0.00225046,0.869958354,0.026556854,-0.003443354,-0.002945174,0.055064780800000004,0.988921984,2.579357765,1.84662413,0.65361778,0.2384357178,-0.047722068,-0.176684999,2.0634408,2.824219236,-0.002264399,6.335296704,3.686736249,0.090445941,1.612142296
269,BBB,Company 420,Rating agency 2,6/15/2012,Technology,2.171763166,1.322420596,0.75132861,38.94795692,0.015823691,0.034447631,0.364225501,0.004697458,0.012893166,0.035495358,0.020503662,0.799823112,2.460237062,0.544158736,0.340019426,0.1926145542,0.9944843,0.991939756,4.1537521568,1.582500633,0.034439761,4.289482205,0.995615088,0.089873112,9.453811384
270,BBB,Company 306,Rating agency 4,6/15/2012,Capital Goods,1.920764131,1.243068436,0.462586206,50.45782609,0.010345668,0.007995193,0.340585078,0.016642827,0.009188841,0.008932928,0.03206911,0.896013755,9.013747431,2.483915479,0.716665778,0.1980752408,0.763295197,1.980718952,5.346335969,3.515954585,0.007954295,9.614591487199998,2.585945063,0.059065413,8.696465184
271,BBB,Company 440,Rating agency 4,6/15/2012,Capital Goods,1.826019237,1.078819121,0.473915205,62.88185874,0.019325864,0.04131147,0.226797432,0.054867026,0.012640226,0.054942937,0.036805888,0.653537591,3.983962599,1.897091662,0.64493669,0.530646658,-0.149388984,-0.095751146,5.6317063443999995,2.925709865,0.056755548,9.5143236752,0.642086491,0.082725327,4.040434934
272,BBB,Company 175,Rating agency 4,6/15/2012,Health Care,1.728096924,0.83745151,0.146398471,59.6496272,0.058031774,0.084173503,0.652865696,0.118075468,0.02060955,0.032834137,0.039198607,0.355686582,4.55515409,0.878951848,0.467406346,0.314426891,0.698684417,0.465113788,6.2810422742,1.88197976,0.083930248,7.990001886,0.6687392,0.132197274,13.10847761
273,BBB,Company 289,Rating agency 4,6/15/2012,Public Utilities,0.86129841,0.225745917,0.024617536,45.42154705,0.039120479,-0.007251958,0.551268032,0.145513932,0.01210132,-0.002853642,0.040773413,0.309530837,0.459943383,2.42791334,0.713196713,0.30636504999999997,1.002555946,5.574659482,1.015141086,3.416156329,-0.007269547,8.028843261,5.633092114,0.176268087,5.48588341
274,BBB,Company 68,Rating agency 4,6/15/2012,Energy,1.702957367,1.185520184,0.219493533,94.83973135,0.039969056,0.080627418,0.3745838,0.080050303,0.019041432,0.043863817,0.043755252,0.465810112,0.707649037,1.30456967,0.567364676,0.2928383,-0.401109039,-2.030921551,1.89394329,2.324761675,0.079867954,6.56023901,5.079474659,0.24167752,4.83590579
275,BBB,Company 433,Rating agency 4,6/15/2012,Public Utilities,1.801033351,1.224478391,0.592237554,28.97223998,0.040126723,0.072285875,0.81678868,0.064037742,0.027473714,0.055586562,0.048800559,0.684876877,1.548180144,0.754165213,0.431221509,0.361495775,0.219713434,2.523925057,6.431267267,1.76148507,0.072041662,5.020084241,11.6311971,0.227791758,2.574867778
276,BBB,Company 447,Rating agency 4,6/15/2012,Finance,2.155285787,2.153965744,0.139484962,54.92113095,0.14724088,0.193462744,1.000537498,0.194579008,0.021902859,0.032429346,0.049409216,0.152633171,0.4060095542,1.214407226,0.544825543,0.249428772,0.923630843,9.87544363,5.563721494000001,2.200140689,0.19616519,12.52000263,10.6978261,0.095586658,0.0
277,BBB,Company 49,Rating agency 4,6/15/2012,Public Utilities,1.286618506,0.69912703,0.142741134,51.60987823,0.085238196,0.124807127,0.286738594,0.166853297,0.022090897,0.053342544,0.065222637,0.258722829,0.337618339,1.976683394,0.653400079,0.331031029,0.501775795,3.87706641,1.1561571408,2.98687658,0.187069993,8.449807138,7.765736972,0.308401427,6.382871488
278,BBB,Company 14,Rating agency 4,6/15/2012,Public Utilities,0.684614363,0.400648726,0.04136792,34.53052562,0.054139551,0.088862518,0.855841114,0.105172741,0.018856871,0.033679473,0.067031739,0.344408565,0.535231417,2.549671301,0.722036001,0.395469214,0.253889449,1.973353637,1.103527461,3.559765694,0.088815923,10.07387783,7.663490091,0.187271116,1.988187752
279,BBB,Company 7,Rating agency 4,6/15/2012,Public Utilities,1.244484351,0.43951797,0.381235129,3.225176555,0.118264622,0.16968882,0.997945408,0.19103346,0.027027007,0.04317567,0.075104022,0.232359974,0.339762623,1.746264724,0.630340916,0.307015258,-0.189564474,-0.515187929,1.721547719,2.5251075276000003,0.168059863,21.31775871,2.739343453,0.250282976,0.24484809
280,BBB,Company 256,Rating agency 4,6/15/2012,Basic Industries,2.990008271,1.258073457,0.444234683,50.1361233,0.041300103,0.066103077,0.158104655,0.082660735,0.035178227,0.064924451,0.085799278,0.865582458,2.195558766,1.451567032,0.588978768,0.339459838,0.062876352,0.182891711,2.6668089822,2.427785056,0.066087202,9.552022153,2.909043765,0.057029668,8.965381531
282,BBB,Company 187,Rating agency 4,6/15/2012,Consumer Services,0.649849866,1.185374383,0.122564752,28.28214019,0.074683864,0.145704592,1.001781064,0.193440785,0.026459831,0.057165188,0.08751161,0.350812626,2.008847703,2.324143223,0.703306476,0.374280571,0.560597644,2.92626124,2.955140948,3.325331401,0.147628525,5.745435945,5.248681327,0.256800927,0.0
283,BBB,Company 21,Rating agency 4,6/15/2012,Health Care,1.54451359,0.624957369,0.118376511,20.46828116,0.032195505,0.053669476,0.193680162,0.058913049,0.053611477,0.109587176,0.090199953,1.666457969,12.73135269,0.701458951,0.414494475,0.390213996,0.685790665,2.981136623,1.04959122,1.7058112,0.053290853,8.139454684,4.396643325,0.054984333,19.79917124
285,BBB,Company 10,Rating agency 4,6/15/2012,Public Utilities,0.546919155,0.289908141,0.041169144,40.42626969,0.059606641,0.093267226,0.238263818,0.13375337,0.026030273,0.071246311,0.092500919,0.437854087,0.585235893,2.480319788,0.719708867,0.361054161,-0.514229083,-2.787145351,0.759689774,3.484958058,0.131173146,6.827816876,5.507045173,0.134461929,7.729107127
286,BBB,Company 281,Rating agency 4,6/15/2012,Public Utilities,1.155463789,0.484850767,0.152147873,23.08625399,0.048052214,0.07217248,0.302936539,0.101279131,0.028372178,0.049048629,0.092595936,0.600824639,0.849283462,2.233977661,0.691033072,0.363057146,-0.068229714,-0.447773102,1.645093407,3.200625778,0.071442045,7.578553753,6.44048559,0.133450262,10.41658973
287,BBB,Company 126,Rating agency 4,6/15/2012,Basic Industries,2.935367367,1.974241851,1.239241288,56.42829199,0.042571141,0.052033323,0.148226535,0.057361136,0.035834131,0.05490463,0.092862558,0.833985065,2.541367925,1.612354749,0.613614908,0.182268777,-0.237622779,-0.347445909,2.2558812666000003,2.616844922,0.05285227,15.56905567,1.460258359,0.03795126,8.312319584
288,BBB,Company 1,Rating agency 2,6/15/2012,Consumer Durables,1.013944153,0.505336031,0.174591349,41.5029678,0.02090923,-0.01290161,0.137075249,0.042704094,0.025796676,-0.027212709,0.093408878,1.241781701,5.966539581,2.614230084,0.726186212,0.3532628538,-0.146778594,-1.011487719,14.35005424,3.614216711,-0.012860329,4.079502622,6.885173041,0.02814424,4.610356918
289,BBB,Company 316,Rating agency 4,6/15/2012,Finance,1.4097909039999998,0.307919245,0.343690142,0.0,0.076693248,0.091026467,0.483411879,0.076608797,0.021278607,0.030085082,0.098362699,0.277212545,19.63578199,3.604255302,0.78853484,0.262029431,0.937243582,4.445380105,6.4188676716,4.573537023,0.092599647,8.438796498,4.756565712,0.131230712,11.01929052
290,BBB,Company 141,Rating agency 4,6/15/2012,Energy,1.210221541,0.924373591,0.183071283,20.62986784,0.031669674,0.055771026,0.21307993,0.056243937,0.061376617,0.136133855,0.098766494,1.969599273,2.661954011,0.612638061,0.377205341,0.521791926,-0.224386724,-2.49349328,5.414685835,1.605336338,0.055499233,3.644888672,11.15995352,0.076807726,11.34793761
292,BBB,Company 53,Rating agency 4,6/15/2012,Public Utilities,0.838299322,0.639123617,0.017038396,25.88825097,0.078873117,0.122769643,1.002472265,0.167942389,0.028527384,0.050763914,0.099171088,0.363615689,0.480836936,2.473092915,0.709529791,0.356389782,0.08358612,3.5671583499999997,8.547761048400002,3.487564194,0.12284281,3.505708977,5.7707998012,0.225562763,1.315488646
293,BBB,Company 400,Rating agency 4,6/15/2012,Technology,1.32709,1.263391228,0.153826221,69.03973811,0.011389173,0.021646337,0.167676622,0.023609564,0.036668332,0.15307486,0.101191514,0.6198488072,11.4537718656,1.762971065,0.637113448,0.476403041,0.062326187,0.052468754,7.126465404,2.753610406,0.021899721,5.450820596,0.848462959,0.003157571,3.8182828276
294,BBB,Company 82,Rating agency 4,6/15/2012,Public Utilities,1.204194474,0.614046323,0.026091238,53.8459135,0.080497678,0.080306178,0.604486999,0.160921381,0.027428834,0.030240297,0.10204322,0.341948746,0.652522287,2.687985428,0.725674876,0.373027271,0.999668307,-0.49833708200000004,6.3906636818,3.725954268,0.08039277,2.877280402,3.0451656808000003,0.223901747,4.545561321
295,BBB,Company 575,Rating agency 2,6/15/2012,Capital Goods,1.6939314554,2.659858675,1.240374492,70.27311631,0.086423226,0.113709578,0.56516075,0.142688032,0.05731926,0.089945388,0.103164425,0.67135257,5.944094205,0.776360254,0.432500139,0.243635538,0.998027654,9.361099332,8.508922077400001,1.762931724,0.113793126,8.222214417,9.273009371,0.124389261,6.888726583
296,BBB,Company 318,Rating agency 4,6/15/2012,Consumer Services,0.849643223,1.0117918972000002,0.335571397,0.0,0.062547854,0.097632702,0.204866457,0.157916191,0.015613924,0.025072847,0.104969378,0.245922741,1.432818921,0.9530477258,0.852123577,0.350855378,0.690812541,1.163000802,6.858728744,1.9472551776,0.097954861,7.925363901,1.653013939,0.166629691,5.076004792
297,BBB,Company 245,Rating agency 4,6/15/2012,Public Utilities,1.004712157,0.248495857,0.013246193,18.72579018,0.086994486,0.101638704,1.003315413,0.131488577,0.033068104,0.042248412,0.107362982,0.374626173,0.521821277,2.236457715,0.691070018,0.147260993,0.041313235,0.47435665380000014,6.7687326516,2.8137284289999998,0.10168393,2.260712708,4.006002619,0.190379668,0.950375323
299,BBB,Company 143,Rating agency 4,6/15/2012,Energy,0.914492013,0.79027665,0.11955602,55.68525842,0.030259729,0.05016727,0.219141842,0.097289582,0.019634807,0.064554624,0.107913855,0.64343522,0.925258692,4.14203276,0.737949264,0.393028978,-0.091427362,-0.402835155,0.964580614,5.538041669,0.083884319,13.5904654,4.331625172,0.12691486,4.393850401
300,BBB,Company 117,Rating agency 4,6/15/2012,Technology,1.244745853,1.544982435,0.141333114,51.198665068,0.05945265,0.07691334,0.337437304,0.069582447,0.04329859,0.070044266,0.109009903,0.731251969,10.29870307,1.503219274,0.587845993,0.22547606,0.756124624,4.286529949,2.597462608,2.554490623,0.075830395,5.223233528,5.60317077,0.088970171,7.292795091
301,BBB,Company 151,Rating agency 4,6/15/2012,Basic Industries,1.969604884,0.921060046,0.122759667,55.15463461,0.05583281,0.078852793,0.211978726,0.085680994,0.056928429,0.099921856,0.121221043,1.035633768,5.70012784,1.085582879,0.517532413,0.2848454,0.583626249,1.823676839,3.9484400524,2.3439089934000004,0.079318348,10.0892657,3.086016125,0.059869177,9.81021507
302,BBB,Company 73,Rating agency 4,6/15/2012,Finance,1.128950227,0.308779319,0.019728318,102.863598,0.087243577,0.121439176,0.992810124,0.141867791,0.032869655,0.088062769,0.122394495,0.382066715,14.42120018,2.633366948,0.727695612,0.271017277,0.767964872,2.331904618,-0.7238136359999999,3.625208333,0.123816883,9.245787997,3.032336595,0.089470265,0.0
303,BBB,Company 39,Rating agency 4,6/15/2012,Basic Industries,2.685360248,0.614677264,0.614130096,0.0,0.065272565,0.090364443,0.255496998,0.10497719,0.062063861,0.098572243,0.123232357,0.954380431,1.625200455,0.983331506,0.490160085,0.262313876,0.831771908,4.2089475948,4.1465022112,1.990286085,0.09029184,2.185794581,7.312902429199999,0.157473357,6.049058017
304,BBB,Company 382,Rating agency 4,6/15/2012,Consumer Non-Durables,2.071279067,1.171727567,0.40929785,70.87284754,0.056567154,0.041097453,0.460147167,0.056072355,0.038821533,0.034821102,0.124710234,0.69906044,5.298655242,2.15619075,0.681679368,0.2322911328,0.758774411,4.549783558,6.708003403,3.179057257,0.041321486,12.87568049,5.881299475,0.089203159,8.591728211
305,BBB,Company 75,Rating agency 2,6/15/2012,Technology,1.7164924931999999,0.8936619924,-0.164090727,8.4387572166,0.08452835,0.093310957,0.926487423,0.118025656,0.073955055,0.051797241,0.125192161,0.896071293,13.68492212,0.653725533,0.393165201,0.098207964,0.644343748,0.337689005,1.546975516,1.703836035,0.119360016,5.989750892800001,0.522100833,0.066749973,-0.067141721
306,BBB,Company 239,Rating agency 4,6/15/2012,Health Care,0.889601049,0.682417858,0.10531933,44.17522047,0.062075098,0.067831694,0.41585013,0.133305829,0.050656662,0.06506099,0.126229028,0.810613004,9.350257042,1.531894464,0.599199435,0.686288012,0.824876903,4.581659439,5.6856095066,2.524374147,0.068128593,10.28907209,5.635983039,0.119569196,4.853236537
307,BBB,Company 125,Rating agency 4,6/15/2012,Energy,1.251633972,0.161398886,0.081314106,0.0,0.016580563,0.026502618,0.082266029,0.029222645,0.049170728,0.110199326,0.12674739,1.4376441342,4.996410095,1.611648601,0.617462103,0.36947299,0.414279183,2.972801223,11.9018267194,2.1299175988,0.026515981,3.66281145,7.121586552,0.031856145,12.14698938
308,BBB,Company 174,Rating agency 4,6/15/2012,Consumer Services,1.488307164,0.897084231,0.045650125,59.44668651,0.099534271,0.159671203,1.001233413,0.168366701,0.062285653,0.11387483,0.127442371,0.626609454,1.011861196,1.060867593,0.508216688,0.371451197,0.277286175,1.574107026,4.6646537172,2.035399931,0.160479634,10.16887785,5.714358537,0.170227473,7.731985945
309,BBB,Company 108,Rating agency 2,6/15/2012,Capital Goods,3.041950676,0.890679139,0.891077611,0.0,0.1046812,0.148421026,0.405633831,0.166803771,0.067939956,0.106718501,0.128547352,0.641797688,8.673485693,0.87018352,0.470007518,0.290140695,0.84513854,2.20728394,2.8179897514000003,1.881180484,0.149888641,10.1550309,2.666653184,0.118017531,10.0077962
310,BBB,Company 532,Rating agency 4,6/15/2012,Health Care,1.389665936,0.757055929,0.105717441,61.49334606,0.096941165,0.013457631,0.504171155,0.11870005,0.051837244,0.008443782,0.132464105,0.538921387,4.248450563,1.568991381,0.616537096,0.322251128,0.810643575,2.270129211,0.87491388,2.554640029,0.013446291,17.80628795,2.808026772,0.153750211,8.533132822
311,BBB,Company 91,Rating agency 4,6/15/2012,Energy,2.105825488,1.406577202,1.036016082,39.268277214,0.11210897179999998,0.15199517720000003,1.002280357,0.1610833646,0.054933251,0.095907753,0.132994864,0.003864457,0.005052647,1.452975712,0.592906555,0.368766074,-0.390280016,-2.393069646,6.918617274800001,2.445612069,0.1523659068,4.955525525,6.152527723,0.234181214,0.0
312,BBB,Company 153,Rating agency 4,6/15/2012,Public Utilities,0.655476413,0.331363486,0.004617031,30.34502892,0.088072164,0.133042266,0.419915194,0.166679007,0.038243069,0.06567104,0.134986181,0.437546326,0.524286932,2.466988496,0.706594515,0.307796537,-0.524986806,-4.454980509,3.2915997206,3.446350561,0.133011095,5.841160003,8.499582811,0.214348222,5.83676143
313,BBB,Company 33,Rating agency 4,6/15/2012,Finance,1.238268297,1.142860086,0.349583601,53.40815584,0.118565739,0.207982747,0.608351715,0.241265696,0.066165593,0.128966421,0.135517032,0.558925613,6.69915779,1.054910877,0.516144362,0.41264507,0.813868855,2.721130884,4.615920136,2.054743156,0.206513283,8.923305605,3.375986641,0.209034021,4.5420443954000005
314,BBB,Company 203,Rating agency 4,6/15/2012,Public Utilities,0.729153109,0.609563735,0.151403969,3.552802929,0.145156881,0.144299819,0.994222074,0.246881434,0.048805816,0.053401957,0.136354847,0.337267937,0.445242387,1.782401437,0.642720729,0.638381606,-0.234823467,-1.955881394,3.682204458,2.783640164,0.142356481,9.249213177,8.156332133,0.382634153,0.0
315,BBB,Company 138,Rating agency 2,6/15/2012,Public Utilities,0.56370225,0.367122479,0.0607859,43.8078905,0.135874374,0.170450839,0.9946509,0.048032182,0.040963782,0.058595545,0.13869723,0.301043402,0.425345603,2.376761398,0.700817551,0.211555866,-0.521019024,-4.098394201,1.398658154,3.385287043,0.172142616,13.21282979,7.789539488,0.187050187,0.0
316,BBB,Company 489,Rating agency 2,6/15/2012,Public Utilities,1.310716259,0.662453214,0.279884368,32.02673803,0.135082225,0.215584784,0.992078799,0.248153211,0.049994563,0.088237598,0.146868342,0.370331136,0.440448337,1.897594382,0.660461838,0.408304731,0.416755054,2.923119836,3.632972608,2.894421632,0.216018515,5.711734684,6.990953724,0.319303227,0.0
317,BBB,Company 195,Rating agency 4,6/15/2012,Basic Industries,2.2029818666,1.6212510954,0.6053783124,41.44931892,0.071976231,0.112620825,0.154274209,0.123796338,0.079784439,0.138025225,0.147335656,1.114196615,2.915482062,0.856454453,0.464861192,0.351206838,0.507795609,2.812529397,4.0395182514000005,1.867660736,0.111015711,3.125245487,5.535288271,0.100734398,13.56880009
318,BBB,Company 435,Rating agency 2,6/15/2012,Basic Industries,2.561163587,1.558713311,0.590872804,77.43534776,0.05572066,0.087179624,0.416515055,0.08667203,0.053968302,0.106314256,0.149118658,0.963807,8.637575732,1.788675535,0.642840464,0.311252937,0.829662632,1.555934702,4.4127638114,2.792003004,0.087341199,9.71609137,1.878734264,0.069817906,5.563101903
320,BBB,Company 332,Rating agency 4,6/15/2012,Energy,1.467408005,1.04045389,0.53133608,36.13670275,0.1663244714,0.234817844,1.006099172,0.23463438,0.072243677,0.062922358,0.151107342,0.243983451,0.32421971,1.094772069,0.524692677,0.301864145,0.9905033,7.487658531400001,4.6935432004,2.119784969,0.235320885,10.60962964,13.00815291,0.2289695698,0.0
321,BBB,Company 293,Rating agency 4,6/15/2012,Consumer Durables,1.556717708,0.925882748,0.209667896,47.9788545,0.047576053,0.010877148,0.165320947,0.06144184,0.054833652,0.015915396,0.153878787,1.159047068,4.52137335,1.824398185,0.646323498,0.35268026999999996,0.294538588,0.711522097,1.721192093,2.82590582,0.010909795,9.236249173,2.408341409,0.053109279,8.840681012
322,BBB,Company 536,Rating agency 4,6/15/2012,Public Utilities,1.561612965,1.154532099,0.435258942,16.07708794,0.017690384,0.023707899,0.072628475,0.030226682,0.062737395,0.185768057,0.154782411,0.6529643388,11.44144977,1.477782337,0.596780516,0.262026562,0.639457593,0.995629085,1.6023367233999999,2.452771591,0.036179548,5.756638474,1.531494595,0.034586963,6.4238587602
323,BBB,Company 148,Rating agency 4,6/15/2012,Energy,1.111510154,0.400394279,0.017671657,42.23545628,0.214592228,0.13979838560000002,0.650785914,0.367132557,0.080256519,0.161054989,0.159247282,0.373666973,0.446968056,0.982298162,0.498536981,0.389756755,-0.167202895,-0.840376858,1.8856215884000005,1.989670054,0.139496089,8.000554459,4.96542138,0.23772428620000002,1.966863453
324,BBB,Company 100,Rating agency 4,6/15/2012,Public Utilities,0.619957513,0.484358099,0.025719606,58.05460354,0.120029069,0.157099899,0.394952547,0.202447325,0.059693716,0.118888166,0.170374949,0.490931433,1.04097905,1.775868113,0.62676704,0.233448834,0.328382317,2.133290035,2.8012574656,2.856055835,0.202241863,6.114878907,6.482908403,0.247256397,2.890859721
325,BBB,Company 461,Rating agency 4,6/15/2012,Consumer Durables,2.175815058,1.268880623,0.412151456,44.67623832,0.060608163,0.092772953,0.206357773,0.104433941,0.065018813,0.119754952,0.171175421,1.092398575,1.789359824,1.610731737,0.619434359,0.351910425,0.187660046,0.661473432,3.2834816804,2.592843909,0.092107881,7.99233869,3.446462371,0.132174733,13.38695257
326,BBB,Company 26,Rating agency 4,6/15/2012,Energy,0.736016266,0.596190731,0.112452158,45.87257989,0.191445471,0.234524162,0.590492098,0.316746352,0.09360364,0.131611132,0.171878526,0.487574246,0.600628919,0.824948378,0.453495117,0.1579623698,0.492657964,4.531123586,1.02079555,1.845647203,0.235585081,3.707809381,9.198556235,0.429569108,3.313322473
328,BBB,Company 131,Rating agency 4,6/15/2012,Transportation,1.114698471,1.141994666,0.36410578,25.94081435,0.166808972,0.268831204,0.994916363,0.291820091,0.072578047,0.12633371,0.175915187,0.436781833,0.489318305,1.421578189,0.58692898,0.371629787,0.458747468,5.498717844,6.6159303104000005,2.40669053,0.268890877,4.803094331,11.99360407,0.301607965,1.145974193
329,BBB,Company 217,Rating agency 4,6/15/2012,Energy,0.962491013,0.75098928,0.005801467,34.19462274,0.028416051,0.030608223,0.0453184,0.037538621,0.062917288,0.095040896,0.176962378,1.026265418,4.413986236,1.808138121,0.648741073,0.03649382,0.724573004,1.363042755,5.378600543199999,2.808008589,0.030564368,6.886071467,2.551874935,0.069525906,9.012416919
330,BBB,Company 464,Rating agency 4,6/15/2012,Health Care,1.840070981,1.681411054,0.228019148,10.18307768,0.038407248,0.061227332,1.006268547,0.064078494,0.080637733,0.189910214,0.176992543,2.10011267,3.0165285126,1.206558853,0.540724196,0.368409421,0.834855177,8.7067581744,6.489064003999999,2.19367775,0.06100317,5.578120039,12.54100985,0.05673888,0.0
